extracted_text,uid,wiki_link,article_title,topic,question,model_name,model_id,generation_error,source_file,complexity_level,question_quality,relevance,rationale,identified_issues,evaluation_error,evaluator_model_name,evaluator_model_id
"דת היא התארגנות חברתית או תרבותית הכוללת מערכת של אמונות או השקפות עולם, אשר בדרך כלל מקשרות את מאמי",0c753d7a-33a6-45f0-9c9b-c99a31eaf552,https://he.wikipedia.org/wiki/דת,דת,Religion,כיצד מש,gemini_2_5_pro,google/gemini-2.5-pro,,first_100 - first_100_q_openrouter.csv,1,2,2,השאלה לא שלמה ולכן קשה להבין את כוונתה או את הקשר שלה לטקסט,שאלה לא שלמה,,gpt_4o_eval,openai/gpt-4o
"חברה סגורה היא תפיסה חברתית שבה קבוצה מסוימת מגבילה את עצמה מתוך אמונה או ערכים משותפים, ובכך מגדירה",80efc0a1-aac1-4567-a56e-94f6540b4970,https://he.wikipedia.org/wiki/חברה_סגורה,חברה סגורה,Society,מהם הדוגמאות המוכרות ביותר לחברות סגורות בעולם כיום?,gpt_4o,openai/gpt-4o,,first_100 - first_100_q_openrouter.csv,2,4,5,השאלה מתמקדת בדוגמאות לחברות סגורות, מה שמראה הבנה של המושג ומבקש הרחבה על בסיס הטקסט.,,gpt_4o_eval,openai/gpt-4o
"במדעי החברה, הסְפֵרָה הציבורית או המרחב הציבורי הם כינויים לכל הפעילויות האנושיות הנעשות בציבור, מחו",24883d01-eb94-4129-afbe-a95bf51e756e,https://he.wikipedia.org/wiki/הספרה_הציבורית,הספרה הציבורית,Society,כיצד הש,gemini_2_5_pro,google/gemini-2.5-pro,,first_100 - first_100_q_openrouter.csv,1,2,2,השאלה אינה שלמה ולכן קשה להעריך את איכותה או את הרלוונטיות שלה לטקסט.,incomplete question,,gpt_4o_eval,openai/gpt-4o
דייט (מאנגלית: Date) היא פגישת היכרות בין שני אנשים על מנת להעריך את מידת ההתאמה של הצד השני כשותף פ,67177255-fa4c-40a1-8fac-66a61870c43d,https://he.wikipedia.org/wiki/דייט,דייט,Society,מה הם הגורמים הנפוצים שמובילים לכישלון של דייטים?,gpt_4o,openai/gpt-4o,,first_100 - first_100_q_openrouter.csv,2,4,3,השאלה מתמקדת בהיבטים כלליים של דייטים ולא ישירות בטקסט.,none,,gpt_4o_eval,openai/gpt-4o
"BDO (ראשי התיבות של: Binder Dijker Otte) היא רשת בינלאומית של ביקורת, מיסים וייעוץ לחברות, שחברים בה",08cb45d9-13e9-47e2-923d-089f4981f67b,https://he.wikipedia.org/wiki/BDO,BDO,Society,מהו ההיקף של רשת BDO מבחינת מספר משרדים או נוכחות גלובלית?,claude_3_7_sonnet,anthropic/claude-3.7-sonnet,,first_100 - first_100_q_openrouter.csv,2,3,2,השאלה שואלת על היקף גלובלי או מספר משרדים, אך המידע הזה לא מופיע בטקסט.,,gpt_4o_eval,openai/gpt-4o
"במחשבה המרקסיסטית, חברה קומוניסטית או מערכת קומוניסטית היא סוג חברה ומערכת כלכלית שלפי ההנחה תצמח בא",1f7edd56-1b82-455b-a0b7-e43c2264e09c,https://he.wikipedia.org/wiki/חברה_קומוניסטית,חברה קומוניסטית,Society,מהם האתגרים העיקריים ביישום מערכת קומוניסטית בעולם המודרני?,gpt_4o,openai/gpt-4o,,first_100 - first_100_q_openrouter.csv,2,4,4,השאלה מתמקדת באתגרים של יישום מערכת קומוניסטית, שזהו נושא רלוונטי אך לא נדון ישירות בטקסט.,,gpt_4o_eval,openai/gpt-4o
"בכלכלה בינלאומית, איחוד מוניטרי (באנגלית: Monetary union) הוא סוג של אינטגרציה כלכלית בין מדינות. אי",39639fe4-199b-4c4d-a7ba-1f667868c58f,https://he.wikipedia.org/wiki/איחוד_מוניטרי,איחוד מוניטרי,Economy,מהן ההשפעות הפוליטיות האפשריות של איחוד מוניטרי בין מדינות?,gpt_4o,openai/gpt-4o,,first_100 - first_100_q_openrouter.csv,2,4,4,השאלה מתמקדת בהשפעות פוליטיות של איחוד מוניטרי, נושא שלא נידון ישירות בטקסט אך קשור אליו.,,gpt_4o_eval,openai/gpt-4o
"אַבְטָלָה היא מצב שבו אדם המסוגל לעבוד, רוצה בכך, מחפש ואינו מצליח למצוא עבודה תמורת שכר. מקובל להבח",a6383106-f09b-46fd-935b-6a155c9e4c02,https://he.wikipedia.org/wiki/אבטלה,אבטלה,Economy,מה עשויים להיות הגורמים לאבטלה במדינה מסוימת?,gpt_4o,openai/gpt-4o,,first_100 - first_100_q_openrouter.csv,2,4,5,השאלה מתמקדת בגורמים לאבטלה, נושא רלוונטי לטקסט,,gpt_4o_eval,openai/gpt-4o
"אוצר טבע הוא אתר שבו שמור משאב טבעי שאיננו תוצר של פעולת האדם ומשמש לרווחת האדם ושימור הטבע.


== סו",e4e56c42-0286-470a-81e9-82205920b092,https://he.wikipedia.org/wiki/אוצר_טבע,אוצר טבע,Economy,מהם הקריטריונים להכרזה על שטח מסוים כאוצר טבע?,claude_3_7_sonnet,anthropic/claude-3.7-sonnet,,first_100 - first_100_q_openrouter.csv,2,4,4,השאלה מתמקדת בקריטריונים להכרזה על אוצר טבע, אך הטקסט לא מספק מידע ישיר על כך.,,gpt_4o_eval,openai/gpt-4o
"אפליה כלכלית היא אפליה המבוססת על מרכיבים כלכליים. רכיבים אלו יכולים לכלול זמינות הצעות עבודה, שכר, ",2979c5f0-deac-474d-963b-b9e09d63fb4b,https://he.wikipedia.org/wiki/אפליה_כלכלית,אפליה כלכלית,Economy,מהי השפעת האפליה הכלכלית על האוכלוסיות המוחלשות בחברה?,claude_3_7_sonnet,anthropic/claude-3.7-sonnet,,first_100 - first_100_q_openrouter.csv,2,4,5,השאלה מתמקדת בהשפעה של אפליה כלכלית על קבוצות מוחלשות, מה שמראה הבנה של הנושא ומחבר אותו להקשר רחב יותר.,,gpt_4o_eval,openai/gpt-4o
"אפליה קניינית מוגדרת כדחייה או סירוב, על ידי אדם או תאגיד, לבצע עסקה קניינית כלשהי עם אדם אחר, ממניע",122ba71d-e097-4910-99a6-82eedc762c79,https://he.wikipedia.org/wiki/אפליה_קניינית,אפליה קניינית,Economy,מהם המניעים האפשריים לאפליה קניינית?,gpt_4o,openai/gpt-4o,,first_100 - first_100_q_openrouter.csv,2,4,5,השאלה מתמקדת במניעים לאפליה קניינית, נושא מרכזי בטקסט.,,gpt_4o_eval,openai/gpt-4o
בעיית הידיים המלוכלכות היא שאלה מוסרית-פוליטית הנוגעת למצבים שבהם מנהיגים עומדים בפני דילמה אם לבצע,76fefe22-672a-42c9-b2c7-5adfe075acd1,https://he.wikipedia.org/wiki/בעיית_הידיים_המלוכלכות,בעיית הידיים המלוכלכות,Politics,מהן הדילמות הספציפיות שיכולות להוביל מנהיגים להתמודד עם בעיית הידיים המלוכלכות?,gpt_4o,openai/gpt-4o,,first_100 - first_100_q_openrouter.csv,2,4,4,השאלה מתמקדת בהיבטים ספציפיים של הבעיה המוסרית-פוליטית, אך אינה מתייחסת ישירות לטקסט.,,gpt_4o_eval,openai/gpt-4o
"אמברגו נשק הוא איסור או הגבלה על מכירת כלי נשק או טכנולוגיה דו-שימושית למדינה כלשהי.
אמברגו נשק על מ",d2e2ec83-bc3f-45a5-b3b9-a52304909ed0,https://he.wikipedia.org/wiki/אמברגו_נשק,אמברגו נשק,Politics,מהם השיקולים העיקריים להטלת אמברגו נשק על מדינה מסוימת?,claude_3_7_sonnet,anthropic/claude-3.7-sonnet,,first_100 - first_100_q_openrouter.csv,2,4,5,השאלה מתמקדת בשיקולים להטלת אמברגו נשק, נושא רלוונטי לטקסט.,,gpt_4o_eval,openai/gpt-4o
אגודת איסלנד-פלסטין נוסדה ב-29 בנובמבר 1987 כשמטרותיה המוצהרות הן חיזוק הידידות והקשרים בין האיסלנדי,be56a7d3-f29f-44c7-a30a-9c0047f3f1f1,https://he.wikipedia.org/wiki/אגודת_איסלנד-פלסטין,אגודת איסלנד-פלסטין,Politics,מדוע נוסדה הא,gemini_2_5_pro,google/gemini-2.5-pro,,first_100 - first_100_q_openrouter.csv,1,2,3,השאלה לא שלמה ולא ברורה,שאלה לא שלמה,,gpt_4o_eval,openai/gpt-4o
"הבוחר החציוני הוא הבוחר העומד במרכז המפה הפוליטית מבחינת עמדותיו ונטיותיו הפוליטיות, והאופן שבו הוא ",ed5ddf42-0584-4059-8308-ec94c37ccdc9,https://he.wikipedia.org/wiki/הבוחר_החציוני,הבוחר החציוני,Politics,איך משפיעות נטיותיו של הבוחר החציוני על תוצאות הבחירות במדינה?,gpt_4o,openai/gpt-4o,,first_100 - first_100_q_openrouter.csv,2,4,5,השאלה מתמקדת בהשפעת הבוחר החציוני על תוצאות הבחירות, מה שמתחבר ישירות לטקסט.,,gpt_4o_eval,openai/gpt-4o
אתיקה פוליטית (ידועה גם כמוסר פוליטי או אתיקה ציבורית) היא הנוהג של קבלת שיפוטים מוסריים לגבי פעולות,5d3e516e-2e8c-4b98-aab7-75901dec6cca,https://he.wikipedia.org/wiki/אתיקה_פוליטית,אתיקה פוליטית,Politics,למה חשוב לקיים אתיקה פוליטית במערכות שלטון דמוקרטיות?,claude_3_7_sonnet,anthropic/claude-3.7-sonnet,,first_100 - first_100_q_openrouter.csv,2,4,5,השאלה רלוונטית ומעמיקה,none,,gpt_4o_eval,openai/gpt-4o
אימונואסיי (Immunoassay) היא סוג בדיקה ביוכימית המודדת את נוכחותן או ריכוזן של מקרומולקולות או מולקו,39fa6c73-0fb6-4704-b108-2aa396986704,https://he.wikipedia.org/wiki/אימונואסיי,אימונואסיי,Medicine,כיצד פועלת טכנולוגיית האימונואסיי למדידת ריכוזן של מולקולות בביולוגיה מולקולרית?,gpt_4o,openai/gpt-4o,,first_100 - first_100_q_openrouter.csv,2,4,4,השאלה מתמקדת בטכנולוגיה הספציפית של אימונואסיי ומבקשת להבין את מנגנון הפעולה שלה, מה שמראה על הבנה טובה של הנושא.,,gpt_4o_eval,openai/gpt-4o
"אשפוז הוא שהות של אדם במחלקת אשפוז בבית חולים, כלומר מחלקה המיועדת להלנת מטופלים במשך זמן לצורך השגח",11319934-944d-47f9-b8e5-3cda00fe3d6a,https://he.wikipedia.org/wiki/אשפוז,אשפוז,Medicine,מהן הסיבות העיקריות לאשפוז פרטים בבתי חולים?,gpt_4o,openai/gpt-4o,,first_100 - first_100_q_openrouter.csv,2,4,4,השאלה רלוונטית לנושא האשפוז אך אינה מתייחסת ישירות לטקסט הנתון.,none,,gpt_4o_eval,openai/gpt-4o
"רפואה (הנקראת לעיתים גם רפואה קונבנציונלית או רפואה מקובלת), היא ענף של המדע ומקצוע, העוסק באבחון, מ",445aff7a-5b52-4d06-982c-db44fc7d21e4,https://he.wikipedia.org/wiki/רפואה,רפואה,Medicine,מהו ההבדל בין רפואה קונבנציונלית לרפואות אלטרנטיביות?,claude_3_7_sonnet,anthropic/claude-3.7-sonnet,,first_100 - first_100_q_openrouter.csv,2,4,4,השאלה מתמקדת בהבדלים בין סוגי רפואה, אך הטקסט לא מתייחס לרפואות אלטרנטיביות,,gpt_4o_eval,openai/gpt-4o
"אשפוז בית (נקרא גם אשפוז ביתי) הוא טיפול תומך המתקיים בבית המטופל תחת מעקב רפואי, בניגוד לטיפול הנית",e6f62968-2464-4ecd-9367-6674f1f19953,https://he.wikipedia.org/wiki/אשפוז_בית,אשפוז בית,Medicine,מהם היתרונות של אשפוז בית לעומת אשפוז בבית חולים?,claude_3_7_sonnet,anthropic/claude-3.7-sonnet,,first_100 - first_100_q_openrouter.csv,2,4,5,השאלה מתמקדת בהשוואה בין שני סוגי אשפוז ומבקשת הבהרה על היתרונות של אשפוז ביתי, מה שמראה על הבנה טובה של,,gpt_4o_eval,openai/gpt-4o
"DAF-2 הוא הגן הביולוגי הראשון שהתגלה, אשר הוכח, שביטול או ניטרול פעילותו יכולים לגרום לאריכות ימים, ",bb85d0d8-f370-4a29-aeed-65e4b1610981,https://he.wikipedia.org/wiki/DAF-2,DAF-2,Medicine,"איזו השפעה יש לגן DAF-2 על תהליך ההזדקנות בכלל, מעבר לאריכות ימים?",claude_3_7_sonnet,anthropic/claude-3.7-sonnet,,first_100 - first_100_q_openrouter.csv,2,4,4,השאלה מתמקדת בהשפעה רחבה יותר של הגן מעבר לאריכות ימים, אך הטקסט לא מספק מידע נוסף על כך.,,gpt_4o_eval,openai/gpt-4o
גל ירוק היא תכונה של מערכת בקרת רמזורים. תכונה זו מופעלת בסדרה של רמזורים (על פי רוב שלושה או יותר),d9fe6675-dfbc-4f59-b844-ae93aac2fefb,https://he.wikipedia.org/wiki/גל_ירוק,גל ירוק,Transportation,כיצ,gemini_2_5_pro,google/gemini-2.5-pro,,first_100 - first_100_q_openrouter.csv,0,1,1,השאלה אינה שלמה ולכן לא ניתן להעריך את איכותה או את הרלוונטיות שלה לטקסט.,שאלה לא שלמה,,gpt_4o_eval,openai/gpt-4o
אזור שירות הוא מתקן ציבורי הממוקם לצדו של כביש מהיר ושבו מתאפשרת עצירת כלי רכב מבלי לעזוב את הכביש ה,886ae274-8660-4cec-8734-385c34c40c81,https://he.wikipedia.org/wiki/אזור_שירות,אזור שירות,Transportation,מהם הקריט,gemini_2_5_pro,google/gemini-2.5-pro,,first_100 - first_100_q_openrouter.csv,1,2,2,השאלה לא שלמה ולכן קשה להבין את כוונתה או את הקשרה לטקסט.,שאלה לא שלמה,,gpt_4o_eval,openai/gpt-4o
תחבורה היא העברה של אנשים וסחורה ממקום אחד למקום אחר על ידי אמצעי תחבורה. ישנם אמצעי תחבורה אוויריים,7e121651-0207-4807-842a-2639fa452442,https://he.wikipedia.org/wiki/תחבורה,תחבורה,Transportation,מהם אמצעי התחבורה האוויריים הפופולריים ביותר בעולם כיום?,claude_3_7_sonnet,anthropic/claude-3.7-sonnet,,first_100 - first_100_q_openrouter.csv,1,4,4,השאלה רלוונטית לטקסט כי היא מתמקדת באמצעי תחבורה אוויריים, אך אינה מתייחסת ישירות למידע בטקסט.,,gpt_4o_eval,openai/gpt-4o
"חברת תעופה היא חברה שמתמחה בהטסת אנשים או שינוע סחורות ממקום מסוים לאחר, על ידי שימוש בכלי תעופה (בד",7fed3621-ab3b-4108-95e9-2e414765fdf9,https://he.wikipedia.org/wiki/חברת_תעופה,חברת תעופה,Transportation,איך חברות תעופה מתמודדות עם אתגרים סביבתיים בעידן המודרן?,claude_3_7_sonnet,anthropic/claude-3.7-sonnet,,first_100 - first_100_q_openrouter.csv,2,4,3,השאלה מורכבת במידה מסוימת ודורשת הבנה של אתגרים סביבתיים והדרכים בהן חברות תעופה מתמודדות איתם. היא איכותית,none,,gpt_4o_eval,openai/gpt-4o
